11.000000,11.042511,11.085014,11.538147,11.100998,10.428253,12.025986,11.668697,11.335297,10.657173,9.862099,13.420982,12.926853,13.080246,12.278568,11.679970,11.624977,10.785713,10.238464,8.716896,8.735165,12.280056,15.810699,16.712357,14.832344,15.459000,15.160492,14.286224,13.546295,13.068390,12.376614,13.014130,12.284225,10.434971,5.886660,6.294431,6.558870,6.566816,6.360764,5.245838,6.492510,9.572754,13.524368,17.377190,20.650761,23.362946,22.424717,21.071690,18.664688,19.342979,19.943501,20.518589,19.391228,19.898502,17.643890,17.190117,16.094170,16.316628,15.068409,14.476334,13.723728,14.241112,15.028263,14.070415,13.568455,11.350029,9.889378,11.972610,10.018707,8.937820,9.674652,8.054962,7.713997,7.841270,5.132969,1.517145,0.614584,-1.108770,-2.443287,-2.801739,-0.926903,2.735231,4.121992,6.394548,10.703606,13.813454,16.774441,19.084164,21.700111,25.057190,25.524834,23.849388,21.897789,19.160774,17.585342,14.379078,11.331593,12.285236,11.416870,10.962231,11.396721,
15.653175,15.042522,13.946251,13.236259,13.004902,11.813309,12.809372,12.968666,11.846909,11.156357,10.764790,13.345882,13.359596,12.646126,11.617012,10.897629,11.179615,11.604031,9.576683,7.148674,8.054893,12.270378,14.918812,15.051254,14.367043,14.309570,14.069263,12.000416,11.841003,11.309643,10.395279,0.896246,-2.101471,-2.350136,-0.415166,-1.626866,-1.871887,-1.612514,-0.615147,2.254209,6.007851,10.156395,14.217770,17.915112,20.648239,22.610893,21.907883,21.815739,20.046013,18.824883,19.770515,19.763222,19.178967,17.462215,16.262287,15.842697,15.531609,15.889851,15.031734,13.715214,12.808807,13.042633,13.721405,12.837730,12.514111,11.333923,11.451973,13.396141,13.214363,9.908375,9.434647,8.101181,7.765938,8.154449,4.745205,1.669289,0.973974,-0.994934,-1.792562,-1.223686,1.368498,4.177086,5.104170,7.822361,12.411915,15.462372,18.621117,20.635994,23.057442,25.889435,25.568100,23.977085,22.598442,20.461666,18.613350,14.141617,12.628422,12.100975,11.079414,10.259880,11.439350,
18.091480,16.921597,16.977478,15.838867,14.764748,13.736412,13.223003,13.300171,13.045074,11.018051,10.582973,10.826130,12.666237,12.365479,12.939266,11.949070,10.920059,10.396164,9.730537,8.834995,8.992924,12.143745,14.368736,14.707123,14.628838,14.214283,13.547714,12.509575,3.044148,-2.786132,-7.574558,-8.885543,-8.531760,-8.676589,-6.772137,-7.151683,-7.711596,-8.452441,-7.109457,-4.208193,3.444193,10.994091,14.508293,17.664703,19.963959,12.419712,8.256512,9.008389,4.775187,3.905735,5.939550,5.618498,9.117477,16.534416,14.780594,14.462051,14.690079,14.101913,13.571701,11.858913,10.124012,12.616272,13.683105,12.758419,12.332855,12.868225,13.001102,14.680874,15.550705,12.990284,10.900581,9.250671,7.809532,7.880577,3.498598,1.660259,-0.859598,-1.762848,-3.008774,-2.962154,0.140728,4.177437,6.974297,9.665340,13.616043,17.834335,19.262089,20.429577,23.101692,25.807129,25.193558,23.901028,21.816006,21.024551,19.788521,16.714485,14.805779,11.984821,10.566071,10.857597,11.273537,
19.425423,18.169075,16.972389,17.778503,18.332924,16.984493,14.506664,14.003719,12.041786,10.829838,9.630798,8.947289,10.682240,11.231094,12.431141,12.976242,11.894711,10.055626,9.904358,9.546482,9.789841,10.991791,11.925949,13.682098,14.899914,14.926414,6.006781,1.158621,-4.630083,-8.553142,-11.899444,-13.368609,-14.004107,-13.744639,-12.524322,-11.829791,-11.810233,-12.123525,-11.232685,-10.419046,-16.610632,-11.364203,-9.954238,-7.407196,-3.674803,-1.347061,0.943014,0.141829,-1.782017,-2.126541,-2.210899,-3.047225,-1.833660,-1.818107,-5.844144,4.183757,-5.579381,-15.813708,-13.478286,-11.500407,-7.576229,-3.358401,0.822714,5.318331,14.098408,14.152954,13.932972,14.139763,15.547131,14.996750,12.785019,9.777683,8.503639,7.257805,4.255121,1.185930,-1.609325,-3.250668,-3.992805,-3.732056,-0.966177,4.172140,9.322880,12.362431,14.172707,16.724297,20.093880,20.000523,22.858482,25.594635,23.837746,23.234856,20.301586,20.970955,20.419846,17.818638,14.644432,11.704231,9.880466,10.625893,10.280296,
20.968643,20.043507,18.481529,17.889755,18.741371,17.108795,16.399292,15.321678,14.509548,13.968208,12.401020,10.125847,11.489891,11.277771,11.955921,12.351101,11.721848,8.710258,7.772644,7.181992,7.199856,8.230404,6.827176,6.025221,2.898732,-0.096185,-4.168341,-5.308293,-6.663574,-8.539622,-14.470023,-18.720598,-18.434580,-15.322551,-10.899817,-6.271996,-12.424289,-14.362823,-23.050348,-30.915205,-31.480413,-23.795889,-22.828424,-20.604342,-17.581465,-14.278430,-10.198176,-5.750428,-6.465954,-6.313366,-11.153052,-16.801966,-16.840914,-19.165648,-21.552523,-23.383558,-23.053331,-17.517672,-15.992515,-15.681636,-13.471694,-9.110843,-5.124456,-0.297154,6.045267,14.866627,13.849731,16.178089,17.639656,15.965057,13.438747,11.375511,9.842651,7.657810,4.344200,1.609753,-0.401405,-1.971039,-2.371597,-0.183533,1.460609,5.072334,10.314186,14.088612,15.788589,17.594414,20.312683,20.923573,23.178848,25.504517,23.360893,21.834251,19.789589,20.814259,20.427773,17.680779,13.579102,11.410278,9.965767,9.769382,10.256889,
22.442200,21.242790,20.169094,18.318886,17.888977,16.997292,18.259903,18.441372,17.235474,16.827248,16.273376,14.136513,13.758163,12.981850,12.498295,11.736050,9.358311,5.734190,5.171833,5.218107,4.568117,-0.589794,-4.357672,-5.721289,-6.959118,-8.428470,-10.542983,-12.191195,-10.946666,-13.371165,-19.271906,-16.377981,-7.563606,-1.628075,-0.971307,-9.813731,-23.770357,-30.871210,-38.779217,-37.934185,-34.799721,-28.646177,-21.367865,-19.231737,-18.817549,-20.882315,-16.790747,-13.116557,-9.351653,-9.259646,-10.293342,-11.144668,-16.391211,-24.831163,-29.007483,-32.539211,-37.680740,-25.684183,-20.512945,-18.183405,-15.321525,-12.809382,-9.096904,-3.398398,2.788598,7.123956,16.072029,16.681580,18.877251,16.795006,14.700653,11.662811,10.706123,7.715691,4.331837,2.652657,1.821358,-0.272030,1.107378,3.475916,5.046463,8.381931,11.473366,14.699387,17.192490,17.864162,20.886703,23.475777,25.478798,26.559784,25.363747,23.721195,21.950089,22.645180,21.941208,19.286156,16.569645,13.806313,10.990959,10.362801,10.463478,
21.435486,18.521072,19.079304,18.537403,16.623260,16.350166,18.291721,19.827335,19.628971,18.684486,16.926033,13.535358,12.145813,12.771259,11.529507,10.578030,7.836010,6.384632,5.719885,5.099352,-3.504719,-11.775860,-13.592425,-15.245214,-14.760994,-14.854815,-16.611723,-20.437658,-23.846354,-24.993689,-14.610297,-13.255237,-7.493419,-35.718018,-38.856850,-34.278603,-28.553507,-34.805965,-45.379414,-41.778778,-37.856377,-34.445816,-33.030254,-33.993160,-30.697268,-24.644361,-22.081457,-20.105860,-15.691848,-12.582007,-8.807883,-7.460372,-18.755503,-27.033903,-32.225548,-40.780968,-42.400093,-34.949169,-29.311419,-22.219492,-20.261236,-16.993803,-9.941287,-4.123480,0.387869,5.008231,16.037300,16.087299,17.150703,17.030453,15.046112,13.344162,11.464279,9.079170,5.813751,5.281038,2.341967,2.054989,3.109440,4.822451,7.898376,11.656616,12.383617,14.620384,17.973099,20.425133,23.609100,25.006596,26.802299,24.618050,24.607719,24.154652,23.539581,22.383873,20.772007,20.251278,17.163502,15.206333,13.554810,11.986172,10.248405,
22.713680,19.476181,18.849224,19.224586,17.760128,15.759613,16.512417,19.173866,20.359993,18.280647,16.205948,13.151638,11.919617,12.020054,11.987862,10.821701,8.891441,7.948921,2.725781,-12.220119,-16.915596,-17.880634,-19.501146,-19.787752,-19.055744,-20.253448,-25.570406,-32.873734,-35.131268,-27.359514,-34.037148,-37.802303,-45.476002,-47.283646,-47.108864,-44.429573,-40.183716,-34.826874,-35.180279,-52.461781,-47.852493,-42.153610,-43.803806,-41.827156,-39.061817,-37.574814,-30.230955,-26.882784,-25.135237,-26.745729,-24.361967,-24.513853,-26.128157,-29.722811,-34.162663,-38.985691,-36.989716,-35.440418,-30.675940,-28.391806,-26.386854,-28.869848,-23.820726,-14.690871,-2.941753,-3.151690,1.188509,8.923229,11.211029,14.371742,16.032528,13.489037,11.653400,10.302345,9.096714,8.870369,6.999466,4.596384,6.269520,7.166206,7.972076,10.899731,12.087570,14.781502,19.438198,21.035797,25.113506,26.145096,26.719467,25.183155,24.138664,24.551075,24.190475,23.474777,21.273125,20.220219,17.572372,16.308426,14.513073,14.854614,11.797134,
22.578545,21.365265,20.583637,20.563774,17.502541,15.549953,16.600597,18.431519,18.298187,15.859035,15.419563,13.816658,14.233368,13.431812,12.503632,12.524872,0.880762,-4.395178,-7.836516,-17.118834,-18.476397,-20.083290,-22.268831,-20.834545,-21.055552,-22.060970,-37.004082,-43.663258,-44.001663,-46.155361,-54.546005,-54.788479,-58.843403,-54.930470,-55.470402,-52.870140,-48.944756,-46.801434,-49.185463,-53.068161,-55.954243,-53.849285,-53.042763,-50.715275,-48.673515,-47.606365,-45.080772,-39.861477,-32.126400,-28.151289,-27.780905,-28.957556,-30.231836,-32.458443,-39.094471,-39.523502,-31.780031,-24.860540,-30.145720,-28.901651,-30.100885,-31.058195,-35.290203,-29.893816,-20.081350,-10.588313,-4.516577,6.840246,6.540411,8.232517,8.169182,10.165459,14.128868,12.280582,12.160740,11.583366,10.362431,8.854179,9.872292,9.740856,9.666389,11.657219,11.906410,15.710312,20.107998,22.171265,26.083942,26.203327,25.333748,25.151752,23.899059,22.247528,22.712627,23.155537,21.332977,19.098305,18.718410,16.657333,16.988277,16.132992,13.313454,
25.271000,22.540165,22.162010,22.101933,19.731758,16.372726,16.042175,16.876167,17.382011,15.833427,14.042221,14.019722,15.043854,14.732101,5.921129,-0.585168,-5.532353,-9.247134,-15.511859,-18.367018,-17.536016,-19.307562,-22.951525,-22.924927,-20.123697,-38.558891,-48.028214,-51.004074,-51.307762,-50.581230,-52.865688,-58.819538,-61.258366,-60.616474,-59.156235,-57.744888,-55.441025,-56.511532,-55.186108,-52.408478,-56.074219,-61.891460,-59.011703,-54.924240,-52.074352,-52.132362,-49.666786,-41.962002,-33.958828,-29.971529,-31.977854,-32.658627,-32.029160,-35.020813,-37.539509,-35.708664,-31.504450,-23.242216,-28.557272,-34.778339,-36.930023,-35.287079,-45.438210,-43.311897,-35.216030,-27.097311,-17.612612,-4.728590,9.245197,8.696434,7.364892,8.420753,9.577751,11.272011,14.859531,13.149963,11.109325,11.214928,12.842468,13.372604,12.976402,13.682060,13.620213,16.406956,19.245186,20.931137,24.155453,25.439068,24.581837,24.143585,23.056374,21.125721,21.360672,22.047192,20.533394,19.396996,18.535057,17.260242,17.393272,17.868340,15.340664,
